iter	RMSE
497	3603.117287
498	3597.839549
499	3594.370877
500	3590.240227
501	3585.618299
502	3581.402414
503	3577.769688
504	3575.519517
505	3570.490501
506	3563.859241
507	3559.942255
508	3553.640557
509	3548.373141
510	3543.764073
511	3539.936523
512	3535.358354
513	3529.095608
514	3523.717169
515	3519.838193
516	3515.044726
517	3510.492775
518	3506.575899
519	3502.584442
520	3497.366006
521	3494.157533
522	3489.923659
523	3485.952491
524	3482.513952
525	3478.553302
526	3474.329752
527	3468.974729
528	3463.383895
529	3459.827356
530	3456.240433
531	3450.040972
532	3445.053471
533	3440.178673
534	3436.367427
535	3431.806907
536	3428.149582
537	3423.674226
538	3420.32891
539	3415.338527
540	3411.848476
541	3408.299469
542	3403.874743
543	3400.624641
544	3396.814858
545	3392.183982
546	3387.671369
547	3382.886293
548	3379.128054
549	3374.623633
550	3370.28722
551	3365.990923
552	3359.714217
553	3355.274632
554	3351.660021
555	3347.782124
556	3341.384888
557	3336.970459
558	3332.609023
559	3328.65726
560	3324.017684
561	3319.601775
562	3315.590464
563	3311.94132
564	3306.423789
565	3301.987374
566	3297.74469
567	3293.228071
568	3290.395969
569	3285.129996
570	3281.537548
571	3276.199439
572	3272.089649
573	3267.91203
574	3263.925472
575	3260.446132
576	3256.068268
577	3251.834469
578	3247.261304
579	3243.163562
580	3238.801304
581	3234.753487
582	3232.604264
583	3230.106352
584	3226.160985
585	3222.184192
586	3219.383931
587	3214.889169
588	3211.064045
589	3206.838021
590	3200.76615
591	3196.856569
592	3193.657415
593	3191.538971
594	3187.995926
595	3184.21906
596	3180.447024
597	3177.713303
598	3174.782014
599	3170.266155
600	3166.452365
601	3161.380615
602	3157.69759
603	3153.441805
604	3148.941548
605	3143.562929
606	3138.588749
607	3134.792383
608	3131.641875
609	3127.540911
610	3122.829591
611	3119.493389
612	3115.744875
613	3112.38339
614	3108.848146
615	3104.3299
616	3101.515047
617	3098.263596
618	3094.634831
619	3091.045716
620	3088.6068
621	3084.56192
622	3080.784211
623	3078.332353
624	3075.40957
625	3072.174029
626	3067.7877
627	3063.910665
628	3060.037248
629	3056.953548
630	3052.845795
631	3050.260976
632	3045.206064
633	3042.449319
634	3039.528426
635	3035.827826
636	3032.499382
637	3028.953101
638	3024.833883
639	3020.739096
640	3018.259277
641	3015.088195
642	3012.353436
643	3008.705714
644	3004.943458
645	3001.05027
646	2997.730874
647	2993.464165
648	2989.63943
649	2985.678539
650	2982.600336
651	2979.350907
652	2973.769093
653	2970.553615
654	2967.572293
655	2964.059953
656	2961.799277
657	2959.692028
658	2956.004494
659	2952.837979
660	2949.916349
661	2946.979802
662	2943.929728
663	2939.417072
664	2936.033983
665	2931.993688
666	2928.737489
667	2924.107763
668	2921.175201
669	2916.736337
670	2913.517265
671	2910.363386
672	2906.21185
673	2902.465927
674	2898.108527
675	2895.44829
676	2892.553174
677	2888.649167
678	2884.795394
679	2881.70387
680	2878.784312
681	2874.547085
682	2872.258083
683	2869.538879
684	2866.188508
685	2862.845017
686	2860.474116
687	2857.431174
688	2852.727338
689	2848.10164
690	2844.217512
691	2840.945707
692	2838.425671
693	2835.463015
694	2832.936552
695	2830.25705
696	2827.732713
697	2825.467097
698	2820.892072
699	2818.274466
700	2816.251263
701	2811.368122
702	2808.510731
703	2806.039879
704	2803.657918
705	2800.761166
706	2795.960566
707	2793.023539
708	2789.838327
709	2787.231768
710	2783.87321
711	2781.701819
712	2777.964077
713	2774.443667
714	2770.533917
715	2766.113334
716	2763.50914
717	2759.716493
718	2757.198512
719	2753.929277
720	2750.930638
721	2747.404745
722	2744.444785
723	2741.217229
724	2737.740003
725	2734.163326
726	2730.653783
727	2727.28813
728	2724.015859
729	2720.103986
730	2716.822415
731	2713.839213
732	2710.85939
733	2707.886047
734	2704.593718
735	2701.590244
736	2698.278787
737	2694.407538
738	2691.185818
739	2688.192017
740	2685.021161
741	2682.552348
742	2679.747992
743	2676.697368
744	2674.016477
745	2670.334267
746	2668.089547
747	2665.198698
748	2661.861106
749	2658.219394
750	2655.115996
751	2651.47425
752	2648.966798
753	2645.795311
754	2643.293605
755	2640.012877
756	2636.724333
757	2633.359552
758	2631.568385
759	2628.206479
760	2625.074553
761	2621.280922
762	2618.913016
763	2615.460158
764	2612.279955
765	2609.124849
766	2606.436822
767	2603.501874
768	2599.352003
769	2596.296188
770	2593.413755
771	2590.770624
772	2587.962078
773	2584.775161
774	2582.487789
775	2579.605635
776	2575.956014
777	2572.354543
778	2569.665975
779	2566.729401
780	2563.367769
781	2559.891285
782	2556.710013
783	2554.347694
784	2551.598307
785	2549.676002
786	2547.920802
787	2545.238418
788	2542.626715
789	2539.540221
790	2537.000252
791	2533.951469
792	2530.705098
793	2526.703226
794	2524.685915
795	2521.859591
796	2519.130995
797	2516.242983
798	2512.078379
799	2508.84091
800	2505.459243
801	2503.180261
802	2500.679465
803	2497.293186
804	2494.887323
805	2492.264407
806	2489.247921
807	2485.913444
808	2482.831396
809	2479.668723
810	2475.886803
811	2473.393378
812	2470.065151
813	2465.895311
814	2463.14374
815	2460.781453
816	2458.132872
817	2455.149497
818	2452.492475
819	2450.062941
820	2447.67574
821	2444.086008
822	2441.847994
823	2437.385874
824	2434.477138
825	2431.895658
826	2428.658302
827	2426.533576
828	2424.094145
829	2421.483525
830	2418.197542
831	2415.855687
832	2412.116802
833	2408.558514
834	2406.008929
835	2403.020507
836	2400.31086
837	2398.796471
838	2394.741799
839	2391.879042
840	2388.787156
841	2386.1118
842	2384.142387
843	2381.878353
844	2378.932145
845	2375.688941
846	2372.57991
847	2370.916914
848	2368.978075
849	2366.279229
850	2363.959716
851	2360.727853
852	2358.293781
853	2355.695404
854	2352.005834
855	2349.666697
856	2347.229415
857	2345.047215
858	2342.537455
859	2339.955481
860	2337.108056
861	2334.180437
862	2332.485315
863	2329.248885
864	2326.996114
865	2324.371705
866	2320.62825
867	2318.556707
868	2316.175485
869	2312.731883
870	2310.218867
871	2308.12026
872	2306.526329
873	2304.184407
874	2300.892501
875	2298.609997
876	2295.969431
877	2293.593397
878	2291.274008
879	2288.482826
880	2286.356744
881	2283.582095
882	2280.314377
883	2277.643371
884	2275.542787
885	2271.576658
886	2269.29456
887	2266.493401
888	2262.892097
889	2260.402917
890	2257.374607
891	2255.048451
892	2252.773207
893	2250.892322
894	2248.596176
895	2246.079196
896	2243.897003
897	2239.969918
898	2237.663005
899	2235.837786
900	2233.539865
901	2230.303018
902	2228.199705
903	2225.590811
904	2222.823823
905	2220.518684
906	2217.72376
907	2215.089536
908	2212.891347
909	2209.610468
910	2207.628945
911	2204.461454
912	2201.760445
913	2198.973228
914	2196.310691
915	2194.099825
916	2192.808588
917	2190.95638
918	2188.506522
919	2185.808809
920	2183.405637
921	2181.514437
922	2179.708857
923	2176.498543
924	2173.819256
925	2170.335388
926	2168.450872
927	2166.257418
928	2163.507262
929	2159.972546
930	2157.795238
931	2154.40831
932	2152.804645
933	2150.66548
934	2148.754995
935	2146.961593
936	2144.75491
937	2142.435084
938	2140.606247
939	2138.332092
940	2135.854801
941	2133.665044
942	2131.882136
943	2129.151087
944	2126.382528
945	2123.408306
946	2121.012884
947	2118.171923
948	2116.331917
949	2113.813588
950	2112.524618
951	2109.486378
952	2107.087361
953	2105.216962
954	2102.481526
955	2100.090553
956	2097.852677
957	2094.46964
958	2091.745237
959	2089.407166
960	2086.250518
961	2083.709145
962	2080.970049
963	2077.900207
964	2075.688998
965	2072.238209
966	2069.358794
967	2067.329918
968	2064.83682
969	2061.971792
970	2058.93822
971	2055.903506
972	2053.136136
973	2051.412212
974	2048.694977
975	2046.529466
976	2045.189442
977	2042.702512
978	2040.15398
979	2038.094645
980	2034.478316
981	2032.11892
982	2030.161318
983	2027.349707
984	2025.975696
985	2024.319219
986	2020.637946
987	2018.918717
988	2016.196675
989	2014.670863
990	2012.993247
991	2010.685359
992	2008.451104
993	2005.88497
994	2003.525093
995	2001.584412
996	1999.796199
997	1997.801718
998	1995.207371
999	1993.030786
